Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
13.9570000	1.72000000	78.3693942	0.0127600833	-56.9062945	-34.9589511	-3.29267112	5.19480691	6.84383683	1321.38828	-1.61876698	28.7071906	0.0987776976	liquid
14.6004050	1.72000000	77.8876306	0.0128390091	-52.5964233	-30.5133276	-2.98129610	5.21279020	6.98580619	1310.57676	-1.57667604	26.4921744	0.0999514551	liquid
15.2438100	1.72000000	77.3931879	0.0129210338	-48.1839616	-25.9597834	-2.67612380	5.26090347	7.17402847	1299.31678	-1.52465243	24.5758871	0.101036070	liquid
15.8872150	1.72000000	76.8844425	0.0130065325	-43.6479896	-21.2767537	-2.37525179	5.31861859	7.38577899	1287.80185	-1.46899485	22.8971801	0.102030697	liquid
16.5306200	1.72000000	76.3601341	0.0130958387	-38.9777752	-16.4529326	-2.07763932	5.37706962	7.61058144	1276.02923	-1.41247204	21.4117384	0.102934766	liquid
17.1740250	1.72000000	75.8192319	0.0131892658	-34.1670391	-11.4815020	-1.78263214	5.43306592	7.84424394	1263.92538	-1.35611827	20.0864717	0.103747965	liquid
17.8174300	1.72000000	75.2608261	0.0132871250	-29.2110839	-6.35722896	-1.48973923	5.48595799	8.08565405	1251.40427	-1.30018624	18.8959675	0.104470188	liquid
18.4608350	1.72000000	74.6840464	0.0133897405	-24.1054295	-1.07507586	-1.19853277	5.53607778	8.33512937	1238.38974	-1.24460588	17.8202108	0.105101473	liquid
19.1042400	1.72000000	74.0880021	0.0134974621	-18.8452054	4.37042936	-0.908605863	5.58401238	8.59361417	1224.82109	-1.18918848	16.8430877	0.105641950	liquid
19.7476450	1.72000000	73.4717366	0.0136106760	-13.4248982	9.98546448	-0.619555727	5.63030098	8.86232244	1210.65173	-1.13370815	15.9513796	0.106091774	liquid
20.3910500	1.72000000	72.8341903	0.0137298156	-7.83824569	15.7770371	-0.330976991	5.67533624	9.14261044	1195.84542	-1.07792769	15.1340698	0.106451080	liquid
21.0344550	1.72000000	72.1741681	0.0138553727	-2.07817297	21.7530681	-0.0424579725	5.71935680	9.43596486	1180.37221	-1.02160068	14.3818527	0.106719924	liquid
21.6778600	1.72000000	71.4903068	0.0139879103	3.86328263	27.9224884	0.246423083	5.76247521	9.74404942	1164.20467	-0.964464258	13.6867767	0.106898230	liquid
22.3212650	1.72000000	70.7810389	0.0141280774	9.99508347	34.2953767	0.536103090	5.80471494	10.0687839	1147.31482	-0.906228813	13.0419781	0.106985722	liquid
22.9646700	1.72000000	70.0445513	0.0142766280	16.3273560	40.8831562	0.827041071	5.84604550	10.4124463	1129.67146	-0.846566345	12.4414763	0.106981858	liquid
23.6080750	1.72000000	69.2787334	0.0144344440	22.8716206	47.6988644	1.11972730	5.88641191	10.7778006	1111.23794	-0.785097864	11.8800137	0.106885742	liquid
24.2514800	1.72000000	68.4811133	0.0146025663	29.6411011	54.7575152	1.41469508	5.92575837	11.1682564	1091.97010	-0.721378936	11.3529259	0.106696016	liquid
24.8948850	1.72000000	67.6487741	0.0147822339	36.6511364	62.0765787	1.71253572	5.96404727	11.5880793	1071.81414	-0.654882062	10.8560340	0.106410733	liquid
25.5382900	1.72000000	66.7782455	0.0149749367	43.9197269	69.6766180	2.01391790	6.00127530	12.0426736	1050.70421	-0.584973977	10.3855522	0.106027181	liquid
26.1816950	1.72000000	65.8653576	0.0151824880	51.4682632	77.5821425	2.31961290	6.03748892	12.5389797	1028.55956	-0.510885226	9.93800590	0.105541665	liquid
26.8251000	1.72000000	64.9050430	0.0154071233	59.3225158	85.8227679	2.63052844	6.07280155	13.0860449	1005.28076	-0.431668060	9.51015352	0.104992572	liquid
27.4685050	1.72000000	63.8910607	0.0156516419	67.5140032	94.4348272	2.94775504	6.10741557	13.6958752	980.744665	-0.346136690	9.09890969	0.104355383	liquid
28.1119100	1.72000000	62.8156016	0.0159196119	76.0819313	103.463664	3.27263154	6.14165376	14.3847430	954.797481	-0.252780217	8.70126128	0.103599208	liquid
28.7553150	1.72000000	61.6687098	0.0162156790	85.0760252	112.966993	3.60684079	6.17600712	15.1752707	927.244852	-0.149632180	8.31416885	0.102716957	liquid
29.3987200	1.72000000	60.4374022	0.0165460454	94.5608059	123.020004	3.95255456	6.21121152	16.0998949	897.837429	-0.0340686346	7.93443944	0.101696800	liquid
30.0421250	1.72000000	59.1042751	0.0169192499	104.622321	133.723431	4.31266255	6.24837561	17.2069109	866.249185	0.0975164932	7.55854737	0.100521664	liquid
30.6855300	1.72000000	57.6451905	0.0173475010	115.379272	145.216974	4.69115319	6.28920505	18.5716711	832.043726	0.250257638	7.18235929	0.0991675025	liquid
31.3289350	1.72000000	56.0251950	0.0178491123	127.002545	157.703019	5.09378678	6.33641821	20.3188949	794.619979	0.431788610	6.80067656	0.0976003721	liquid
31.9723400	1.72000000	54.1907650	0.0184533287	139.752207	171.491932	5.52938093	6.39457374	22.6713776	753.120997	0.654088660	6.40640478	0.0957720439	liquid
32.6157450	1.72000000	52.0535907	0.0192109706	154.054690	187.097560	6.01252051	6.47187435	26.0695180	706.275563	0.937293905	5.98889574	0.0936147710	liquid
33.2591500	1.72000000	49.4521847	0.0202215535	170.685688	205.466760	6.57006605	6.58457599	31.5122129	652.127344	1.31837959	5.53025041	0.0910430040	supercritical
33.9025550	1.72000000	46.0459538	0.0217174348	191.279080	228.633068	7.25964552	6.76921979	41.7143666	587.732245	1.87283950	4.99613203	0.0880154251	supercritical
34.5459600	1.72000000	41.0026551	0.0243886645	219.894009	261.842512	8.22935039	7.11393969	64.7705687	511.175643	2.76033546	4.31630886	0.0848199918	supercritical
35.1893650	1.72000000	33.2629715	0.0300634596	262.738975	314.448126	9.73722834	7.62790731	93.7807934	446.211261	4.06553725	3.48403158	0.0793661327	supercritical
35.8327700	1.72000000	26.3975824	0.0378822569	304.606566	369.764048	11.2956033	7.70460202	72.7338301	432.522913	5.12694738	2.93310377	0.0682986270	supercritical
36.4761750	1.72000000	22.5221831	0.0444006691	332.134957	408.504108	12.3677464	7.50327992	49.9981339	438.483583	5.62083732	2.70032450	0.0599934559	supercritical
37.1195800	1.72000000	20.1710453	0.0495760127	351.196931	436.467673	13.1279877	7.30870107	38.1768496	447.257154	5.80456143	2.59203021	0.0551640264	supercritical
37.7629850	1.72000000	18.5410619	0.0539343434	365.956054	458.723124	13.7225734	7.15485507	31.5715692	456.097709	5.84670259	2.53498310	0.0522195501	supercritical
38.4063900	1.72000000	17.3086037	0.0577747354	378.242854	477.615399	14.2187425	7.03510312	27.4432917	464.558982	5.81881904	2.50361712	0.0503070046	supercritical
39.0497950	1.72000000	16.3236194	0.0612609236	388.948194	494.316982	14.6500693	6.94079356	24.6367912	472.595306	5.75376365	2.48705896	0.0490084475	supercritical
39.6932000	1.72000000	15.5063432	0.0644897372	398.561284	509.483632	15.0353419	6.86532334	22.6092512	480.241367	5.66827622	2.47988499	0.0481026140	supercritical
40.3366050	1.72000000	14.8098191	0.0675227695	407.377021	523.516185	15.3860656	6.80397250	21.0769286	487.544235	5.57158393	2.47906472	0.0474626441	supercritical
40.9800100	1.72000000	14.2042300	0.0704015637	415.586073	536.676762	15.7097846	6.75337199	19.8782502	494.547518	5.46906227	2.48275927	0.0470108813	supercritical
41.6234150	1.72000000	13.6695179	0.0731554693	423.318516	549.145923	16.0117144	6.71108637	18.9147935	501.288278	5.36396329	2.48978146	0.0466972195	supercritical
42.2668200	1.72000000	13.1915669	0.0758060061	430.666914	561.053245	16.2956141	6.67532786	18.1232983	507.797253	5.25830235	2.49932715	0.0464879121	supercritical
42.9102250	1.72000000	12.7600761	0.0783694385	437.699413	572.494847	16.5642863	6.64476458	17.4612979	514.099837	5.15334375	2.51083036	0.0463594062	supercritical
43.5536300	1.72000000	12.3673034	0.0808583707	444.467597	583.543995	16.8198799	6.61839075	16.8992456	520.217092	5.04988103	2.52388020	0.0462947584	supercritical
44.1970350	1.72000000	12.0072843	0.0832827788	451.011439	594.257819	17.0640808	6.59543770	16.4159592	526.166610	4.94840543	2.53817056	0.0462814558	supercritical
44.8404400	1.72000000	11.6753275	0.0856507022	457.362532	604.681740	17.2982390	6.57531158	15.9958625	531.963212	4.84921062	2.55346841	0.0463100382	supercritical
45.4838450	1.72000000	11.3676770	0.0879687204	463.546278	614.852477	17.5234539	6.55754920	15.6272495	537.619494	4.75245957	2.56959304	0.0463731939	supercritical
46.1272500	1.72000000	11.0812789	0.0902422917	469.583404	624.800146	17.7406346	6.54178613	15.3011543	543.146247	4.65822815	2.58640209	0.0464651454	supercritical
46.7706550	1.72000000	10.8136167	0.0924759981	475.491050	634.549766	17.9505423	6.52773339	15.0105955	548.552795	4.56653412	2.60378182	0.0465812052	supercritical
47.4140600	1.72000000	10.5625926	0.0946737264	481.283551	644.122361	18.1538223	6.51516022	14.7500562	553.847256	4.47735661	2.62164028	0.0467174211	supercritical
48.0574650	1.72000000	10.3264389	0.0968388047	486.973027	653.535771	18.3510271	6.50388112	14.5151198	559.036745	4.39064942	2.63990232	0.0468702037	supercritical
48.7008700	1.72000000	10.1036527	0.0989741070	492.569817	662.805281	18.5426343	6.49374606	14.3022088	564.127539	4.30635009	2.65850593	0.0470356501	supercritical
49.3442750	1.72000000	9.89294514	0.101082133	498.082819	671.944089	18.7290602	6.48463307	14.1083949	569.125213	4.22438621	2.67739952	0.0472066078	supercritical
49.9876800	1.72000000	9.69320296	0.103165074	503.519751	680.963679	18.9106702	6.47644241	13.9312578	574.034743	4.14467976	2.69653982	0.0473752793	supercritical
50.6310850	1.72000000	9.50345772	0.105224859	508.887354	689.874112	19.0877876	6.46909214	13.7687798	578.860592	4.06715009	2.71589032	0.0476070843	supercritical
51.2744900	1.72000000	9.32286189	0.107263200	514.191556	698.684260	19.2606999	6.46251465	13.6192650	583.606785	3.99171600	2.73541997	0.0478465521	supercritical
51.9178950	1.72000000	9.15066950	0.109281621	519.437601	707.401989	19.4296646	6.45665385	13.4812779	588.276968	3.91829714	2.75510226	0.0480929568	supercritical
52.5613000	1.72000000	8.98622060	0.111281488	524.630153	716.034312	19.5949131	6.45146305	13.3535950	592.874453	3.84681492	2.77491443	0.0483456646	supercritical
53.2047050	1.72000000	8.82892852	0.113264027	529.773386	724.587513	19.7566548	6.44690318	13.2351669	597.402265	3.77719317	2.79483682	0.0486041193	supercritical
53.8481100	1.72000000	8.67826944	0.115230347	534.871050	733.067247	19.9150795	6.44294144	13.1250882	601.863174	3.70935846	2.81485240	0.0488678313	supercritical
54.4915150	1.72000000	8.53377376	0.117181452	539.926532	741.478629	20.0703606	6.43955013	13.0225736	606.259727	3.64324036	2.83494634	0.0491363678	supercritical
55.1349200	1.72000000	8.39501891	0.119118255	544.942902	749.826300	20.2226565	6.43670577	12.9269387	610.594272	3.57877150	2.85510571	0.0494093454	supercritical
55.7783250	1.72000000	8.26162324	0.121041588	549.922957	758.114489	20.3721127	6.43438835	12.8375837	614.868979	3.51588762	2.87531916	0.0496864230	supercritical
56.4217300	1.72000000	8.13324101	0.122952215	554.869254	766.347064	20.5188634	6.43258075	12.7539811	619.085863	3.45452751	2.89557672	0.0499672969	supercritical
57.0651350	1.72000000	8.00955797	0.124850835	559.784137	774.527573	20.6630324	6.43126819	12.6756649	623.246795	3.39463292	2.91586960	0.0502516956	supercritical
57.7085400	1.72000000	7.89028772	0.126738091	564.669765	782.659281	20.8047345	6.43043788	12.6022215	627.353524	3.33614852	2.93619004	0.0505393764	supercritical
58.3519450	1.72000000	7.77516849	0.128614576	569.528133	790.745204	20.9440764	6.43007864	12.5332829	631.407683	3.27902170	2.95653114	0.0508301215	supercritical
58.9953500	1.72000000	7.66396048	0.130480840	574.361086	798.788130	21.0811575	6.43018061	12.4685201	635.410801	3.22320253	2.97688679	0.0511237353	supercritical
59.6387550	1.72000000	7.55644341	0.132337390	579.170341	806.790652	21.2160704	6.43073507	12.4076384	639.364319	3.16864357	2.99725157	0.0514200420	supercritical
60.2821600	1.72000000	7.45241453	0.134184699	583.957497	814.755179	21.3489019	6.43173418	12.3503725	643.269590	3.11529978	3.01762061	0.0517188833	supercritical
60.9255650	1.72000000	7.35168679	0.136023205	588.724046	822.683959	21.4797332	6.43317085	12.2964831	647.127896	3.06312837	3.03798959	0.0520201166	supercritical
61.5689700	1.72000000	7.25408731	0.137853317	593.471388	830.579094	21.6086408	6.43503859	12.2457537	650.940445	3.01208868	3.05835464	0.0523236132	supercritical
62.2123750	1.72000000	7.15945595	0.139675418	598.200835	838.442553	21.7356964	6.43733140	12.1979880	654.708387	2.96214210	3.07871228	0.0526292570	supercritical
62.8557800	1.72000000	7.06764415	0.141489863	602.913620	846.276184	21.8609677	6.44004366	12.1530070	658.432814	2.91325190	3.09905942	0.0529369432	supercritical
63.4991850	1.72000000	6.97851380	0.143296987	607.610909	854.081726	21.9845185	6.44317006	12.1106479	662.114765	2.86538315	3.11939326	0.0532465771	supercritical
64.1425900	1.72000000	6.89193634	0.145097103	612.293799	861.860817	22.1064093	6.44670551	12.0707614	665.755232	2.81850264	3.13971129	0.0535580731	supercritical
64.7859950	1.72000000	6.80779189	0.146890507	616.963332	869.615003	22.2266972	6.45064512	12.0332107	669.355166	2.77257872	3.16001125	0.0538713540	supercritical
65.4294000	1.72000000	6.72596847	0.148677474	621.620492	877.345747	22.3454362	6.45498408	11.9978704	672.915477	2.72758129	3.18029113	0.0541863498	supercritical
66.0728050	1.72000000	6.64636139	0.150458264	626.266217	885.054432	22.4626778	6.45971771	11.9646245	676.437037	2.68348163	3.20054909	0.0545029976	supercritical
66.7162100	1.72000000	6.56887257	0.152233125	630.901396	892.742372	22.5784708	6.46484133	11.9333663	679.920689	2.64025240	3.22078349	0.0548212404	supercritical
67.3596150	1.72000000	6.49341005	0.154002287	635.526878	900.410812	22.6928615	6.47035031	11.9039970	683.367242	2.59786751	3.24099285	0.0551410269	supercritical
68.0030200	1.72000000	6.41988748	0.155765970	640.143471	908.060939	22.8058941	6.47623998	11.8764247	686.777480	2.55630204	3.26117585	0.0554623106	supercritical
68.6464250	1.72000000	6.34822366	0.157524380	644.751947	915.693881	22.9176108	6.48250568	11.8505645	690.152157	2.51553221	3.28133127	0.0557850499	supercritical
69.2898300	1.72000000	6.27834221	0.159277715	649.353045	923.310714	23.0280517	6.48914266	11.8263371	693.492008	2.47553532	3.30145804	0.0561092072	supercritical
69.9332350	1.72000000	6.21017110	0.161026159	653.947471	930.912465	23.1372551	6.49614615	11.8036684	696.797743	2.43628964	3.32155520	0.0564347486	supercritical
70.5766400	1.72000000	6.14364243	0.162769890	658.535902	938.500112	23.2452576	6.50351128	11.7824894	700.070053	2.39777440	3.34162186	0.0567616437	supercritical
71.2200450	1.72000000	6.07869206	0.164509074	663.118989	946.074595	23.3520943	6.51123312	11.7627355	703.309609	2.35996971	3.36165724	0.0570898654	supercritical
71.8634500	1.72000000	6.01525938	0.166243870	667.697354	953.636811	23.4577987	6.51930665	11.7443459	706.517065	2.32285654	3.38166066	0.0574193891	supercritical
72.5068550	1.72000000	5.95328702	0.167974431	672.271596	961.187617	23.5624028	6.52772676	11.7272636	709.693059	2.28641664	3.40163147	0.0577501931	supercritical
73.1502600	1.72000000	5.89272067	0.169700900	676.842292	968.727840	23.6659374	6.53648827	11.7114350	712.838214	2.25063252	3.42156912	0.0580822578	supercritical
73.7936650	1.72000000	5.83350884	0.171423414	681.409995	976.258267	23.7684321	6.54558588	11.6968094	715.953137	2.21548739	3.44147310	0.0584155658	supercritical
74.4370700	1.72000000	5.77560268	0.173142104	685.975240	983.779659	23.8699150	6.55501421	11.6833391	719.038423	2.18096514	3.46134299	0.0587501016	supercritical
75.0804750	1.72000000	5.71895581	0.174857095	690.538539	991.292743	23.9704134	6.56476780	11.6709789	722.094654	2.14705029	3.48117838	0.0590858515	supercritical
75.7238800	1.72000000	5.66352416	0.176568506	695.100390	998.798220	24.0699533	6.57484110	11.6596860	725.122400	2.11372797	3.50097894	0.0594228031	supercritical
76.3672850	1.72000000	5.60926581	0.178276451	699.661268	1006.29676	24.1685599	6.58522846	11.6494197	728.122219	2.08098386	3.52074435	0.0597609456	supercritical
77.0106900	1.72000000	5.55614087	0.179981038	704.221636	1013.78902	24.2662572	6.59592416	11.6401415	731.094658	2.04880420	3.54047436	0.0601002695	supercritical
77.6540950	1.72000000	5.50411132	0.181682372	708.781938	1021.27562	24.3630684	6.60692242	11.6318146	734.040256	2.01717571	3.56016875	0.0604407663	supercritical
78.2975000	1.72000000	5.45314097	0.183380552	713.342604	1028.75715	24.4590159	6.61821735	11.6244041	736.959539	1.98608563	3.57982731	0.0607824284	supercritical
78.9409050	1.72000000	5.40319526	0.185075673	717.904049	1036.23421	24.5541211	6.62980302	11.6178766	739.853026	1.95552163	3.59944989	0.0611252493	supercritical
79.5843100	1.72000000	5.35424121	0.186767828	722.466672	1043.70734	24.6484048	6.64167343	11.6122003	742.721224	1.92547181	3.61903635	0.0614692231	supercritical
80.2277150	1.72000000	5.30624734	0.188457103	727.030862	1051.17708	24.7418870	6.65382254	11.6073447	745.564635	1.89592471	3.63858658	0.0618143445	supercritical
80.8711200	1.72000000	5.25918355	0.190143582	731.596991	1058.64395	24.8345868	6.66624421	11.6032806	748.383748	1.86686922	3.65810050	0.0621606090	supercritical
81.5145250	1.72000000	5.21302106	0.191827347	736.165423	1066.10846	24.9265228	6.67893232	11.5999801	751.179046	1.83829464	3.67757804	0.0625080125	supercritical
82.1579300	1.72000000	5.16773234	0.193508474	740.736506	1073.57108	25.0177130	6.69188066	11.5974164	753.951005	1.81019060	3.69701916	0.0628565512	supercritical
82.8013350	1.72000000	5.12329101	0.195187039	745.310577	1081.03228	25.1081746	6.70508302	11.5955637	756.700091	1.78254705	3.71642383	0.0632062218	supercritical
83.4447400	1.72000000	5.07967181	0.196863112	749.887963	1088.49252	25.1979244	6.71853313	11.5943973	759.426762	1.75535430	3.73579204	0.0635570212	supercritical
84.0881450	1.72000000	5.03685055	0.198536762	754.468981	1095.95221	25.2869783	6.73222472	11.5938933	762.131470	1.72860292	3.75512380	0.0639089465	supercritical
84.7315500	1.72000000	4.99480400	0.200208056	759.053934	1103.41179	25.3753521	6.74615151	11.5940288	764.814658	1.70228379	3.77441913	0.0642619950	supercritical
85.3749550	1.72000000	4.95350988	0.201877058	763.643118	1110.87166	25.4630607	6.76030719	11.5947818	767.476762	1.67638806	3.79367806	0.0646161640	supercritical
86.0183600	1.72000000	4.91294682	0.203543827	768.236817	1118.33220	25.5501186	6.77468546	11.5961310	770.118211	1.65090712	3.81290064	0.0649714510	supercritical
86.6617650	1.72000000	4.87309427	0.205208425	772.835306	1125.79380	25.6365401	6.78928002	11.5980557	772.739427	1.62583266	3.83208693	0.0653278534	supercritical
87.3051700	1.72000000	4.83393249	0.206870907	777.438853	1133.25681	25.7223385	6.80408456	11.6005361	775.340823	1.60115654	3.85123700	0.0656853686	supercritical
87.9485750	1.72000000	4.79544252	0.208531329	782.047713	1140.72160	25.8075272	6.81909282	11.6035530	777.922808	1.57687090	3.87035091	0.0660439940	supercritical
88.5919800	1.72000000	4.75760609	0.210189743	786.662134	1148.18849	25.8921188	6.83429852	11.6070879	780.485780	1.55296808	3.88942877	0.0664037267	supercritical
89.2353850	1.72000000	4.72040564	0.211846201	791.282357	1155.65782	25.9761257	6.84969541	11.6111228	783.030132	1.52944060	3.90847066	0.0667645640	supercritical
89.8787900	1.72000000	4.68382427	0.213500751	795.908613	1163.12990	26.0595598	6.86527728	11.6156403	785.556252	1.50628123	3.92747668	0.0671265025	supercritical
90.5221950	1.72000000	4.64784570	0.215153442	800.541124	1170.60504	26.1424326	6.88103795	11.6206236	788.064519	1.48348288	3.94644694	0.0674895392	supercritical
91.1656000	1.72000000	4.61245422	0.216804320	805.180106	1178.08354	26.2247554	6.89697127	11.6260564	790.555303	1.46103867	3.96538156	0.0678536704	supercritical
91.8090050	1.72000000	4.57763473	0.218453428	809.825767	1185.56566	26.3065389	6.91307113	11.6319229	793.028972	1.43894188	3.98428065	0.0682188925	supercritical
92.4524100	1.72000000	4.54337264	0.220100810	814.478306	1193.05170	26.3877938	6.92933146	11.6382077	795.485884	1.41718597	4.00314435	0.0685852015	supercritical
93.0958150	1.72000000	4.50965387	0.221746508	819.137917	1200.54191	26.4685301	6.94574625	11.6448960	797.926391	1.39576454	4.02197278	0.0689525929	supercritical
93.7392200	1.72000000	4.47646487	0.223390562	823.804786	1208.03655	26.5487577	6.96230953	11.6519733	800.350839	1.37467137	4.04076608	0.0693210624	supercritical
94.3826250	1.72000000	4.44379250	0.225033009	828.479092	1215.53587	26.6284863	6.97901541	11.6594257	802.759566	1.35390036	4.05952439	0.0696906050	supercritical
95.0260300	1.72000000	4.41162413	0.226673889	833.161006	1223.04010	26.7077250	6.99585803	11.6672394	805.152904	1.33344558	4.07824785	0.0700612154	supercritical
95.6694350	1.72000000	4.37994752	0.228313238	837.850694	1230.54946	26.7864830	7.01283161	11.6754014	807.531180	1.31330121	4.09693660	0.0704328882	supercritical
96.3128400	1.72000000	4.34875086	0.229951090	842.548316	1238.06419	26.8647689	7.02993042	11.6838988	809.894713	1.29346158	4.11559080	0.0708056175	supercritical
96.9562450	1.72000000	4.31802272	0.231587480	847.254024	1245.58449	26.9425912	7.04714881	11.6927192	812.243816	1.27392114	4.13421059	0.0711793971	supercritical
97.5996500	1.72000000	4.28775205	0.233222441	851.967966	1253.11057	27.0199582	7.06448120	11.7018503	814.578795	1.25467447	4.15279614	0.0715542203	supercritical
98.2430550	1.72000000	4.25792816	0.234856006	856.690282	1260.64261	27.0968778	7.08192208	11.7112804	816.899951	1.23571626	4.17134759	0.0719300802	supercritical
98.8864600	1.72000000	4.22854071	0.236488204	861.421108	1268.18082	27.1733578	7.09946601	11.7209982	819.207577	1.21704132	4.18986512	0.0723069696	supercritical
99.5298650	1.72000000	4.19957969	0.238119068	866.160573	1275.72537	27.2494057	7.11710762	11.7309924	821.501962	1.19864458	4.20834887	0.0726848809	supercritical
100.173270	1.72000000	4.17103540	0.239748624	870.908801	1283.27643	27.3250288	7.13484165	11.7412522	823.783387	1.18052105	4.22679901	0.0730638058	supercritical
100.816675	1.72000000	4.14289845	0.241376903	875.665911	1290.83418	27.4002343	7.15266289	11.7517672	826.052129	1.16266588	4.24521570	0.0734437362	supercritical
101.460080	1.72000000	4.11515975	0.243003932	880.432016	1298.39878	27.4750290	7.17056622	11.7625270	828.308456	1.14507429	4.26359911	0.0738246632	supercritical
102.103485	1.72000000	4.08781047	0.244629737	885.207224	1305.97037	27.5494196	7.18854660	11.7735217	830.552634	1.12774161	4.28194941	0.0742065778	supercritical
102.746890	1.72000000	4.06084206	0.246254345	889.991639	1313.54911	27.6234128	7.20659909	11.7847417	832.784919	1.11066328	4.30026677	0.0745894704	supercritical
103.390295	1.72000000	4.03424623	0.247877780	894.785360	1321.13514	27.6970147	7.22471881	11.7961776	835.005565	1.09383481	4.31855134	0.0749733313	supercritical
104.033700	1.72000000	4.00801495	0.249500068	899.588480	1328.72860	27.7702317	7.24290098	11.8078201	837.214818	1.07725181	4.33680330	0.0753581503	supercritical
104.677105	1.72000000	3.98214040	0.251121231	904.401088	1336.32961	27.8430696	7.26114092	11.8196604	839.412920	1.06090997	4.35502282	0.0757439169	supercritical
105.320510	1.72000000	3.95661502	0.252741294	909.223268	1343.93829	27.9155343	7.27943401	11.8316898	841.600105	1.04480508	4.37321007	0.0761306201	supercritical
105.963915	1.72000000	3.93143146	0.254360278	914.055102	1351.55478	27.9876315	7.29777573	11.8438999	843.776604	1.02893300	4.39136522	0.0765182490	supercritical
106.607320	1.72000000	3.90658257	0.255978206	918.896665	1359.17918	28.0593667	7.31616166	11.8562825	845.942642	1.01328968	4.40948843	0.0769067918	supercritical
107.250725	1.72000000	3.88206143	0.257595099	923.748028	1366.81160	28.1307452	7.33458746	11.8688297	848.098438	0.997871140	4.42757989	0.0772962368	supercritical
107.894130	1.72000000	3.85786130	0.259210978	928.609260	1374.45214	28.2017724	7.35304886	11.8815336	850.244207	0.982673477	4.44563976	0.0776865719	supercritical
108.537535	1.72000000	3.83397563	0.260825862	933.480424	1382.10091	28.2724532	7.37154172	11.8943868	852.380158	0.967692869	4.46366821	0.0780777847	supercritical
109.180940	1.72000000	3.81039806	0.262439772	938.361580	1389.75799	28.3427926	7.39006195	11.9073818	854.506496	0.952925564	4.48166540	0.0784698623	supercritical
109.824345	1.72000000	3.78712242	0.264052726	943.252785	1397.42347	28.4127955	7.40860556	11.9205117	856.623419	0.938367882	4.49963153	0.0788627917	supercritical
110.467750	1.72000000	3.76414268	0.265664744	948.154090	1405.09745	28.4824666	7.42716867	11.9337694	858.731122	0.924016211	4.51756674	0.0792565597	supercritical
111.111155	1.72000000	3.74145299	0.267275842	953.065545	1412.77999	28.5518104	7.44574745	11.9471483	860.829796	0.909867010	4.53547121	0.0796511528	supercritical
111.754560	1.72000000	3.71904767	0.268886040	957.987196	1420.47118	28.6208314	7.46433820	11.9606417	862.919625	0.895916803	4.55334512	0.0800465570	supercritical
112.397965	1.72000000	3.69692118	0.270495353	962.919084	1428.17109	28.6895340	7.48293727	11.9742434	865.000790	0.882162179	4.57118863	0.0804427584	supercritical
113.041370	1.72000000	3.67506813	0.272103799	967.861248	1435.87978	28.7579223	7.50154112	11.9879471	867.073467	0.868599790	4.58900191	0.0808397426	supercritical
113.684775	1.72000000	3.65348327	0.273711394	972.813724	1443.59732	28.8260005	7.52014628	12.0017468	869.137827	0.855226353	4.60678512	0.0812374952	supercritical
114.328180	1.72000000	3.63216150	0.275318154	977.776544	1451.32377	28.8937726	7.53874939	12.0156367	871.194039	0.842038644	4.62453845	0.0816360013	supercritical
114.971585	1.72000000	3.61109784	0.276924095	982.749738	1459.05918	28.9612426	7.55734715	12.0296111	873.242264	0.829033499	4.64226204	0.0820352461	supercritical
115.614990	1.72000000	3.59028744	0.278529231	987.733333	1466.80361	29.0284143	7.57593635	12.0436645	875.282664	0.816207813	4.65995607	0.0824352145	supercritical
116.258395	1.72000000	3.56972559	0.280133577	992.727352	1474.55710	29.0952914	7.59451388	12.0577915	877.315392	0.803558539	4.67762071	0.0828358911	supercritical
116.901800	1.72000000	3.54940769	0.281737148	997.731817	1482.31971	29.1618776	7.61307668	12.0719870	879.340599	0.791082684	4.69525612	0.0832372605	supercritical
117.545205	1.72000000	3.52932925	0.283339958	1002.74674	1490.09147	29.2281764	7.63162181	12.0862459	881.358433	0.778777313	4.71286247	0.0836393071	supercritical
118.188610	1.72000000	3.50948590	0.284942020	1007.77215	1497.87243	29.2941913	7.65014639	12.1005633	883.369038	0.766639543	4.73043992	0.0840420150	supercritical
118.832015	1.72000000	3.48987338	0.286543348	1012.80805	1505.66261	29.3599256	7.66864761	12.1149344	885.372552	0.754666544	4.74798863	0.0844453684	supercritical
119.475420	1.72000000	3.47048753	0.288143954	1017.85445	1513.46206	29.4253827	7.68712275	12.1293546	887.369113	0.742855538	4.76550876	0.0848493512	supercritical
120.118825	1.72000000	3.45132431	0.289743852	1022.91137	1521.27079	29.4905659	7.70556918	12.1438195	889.358853	0.731203800	4.78300048	0.0852539472	supercritical
120.762230	1.72000000	3.43237975	0.291343054	1027.97880	1529.08885	29.5554782	7.72398432	12.1583247	891.341901	0.719708652	4.80046395	0.0856591403	supercritical
121.405635	1.72000000	3.41365000	0.292941572	1033.05675	1536.91626	29.6201228	7.74236570	12.1728659	893.318382	0.708367466	4.81789932	0.0860649141	supercritical
