Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
307.349680	1.72000000	1.34348483	0.744332927	2790.73120	4070.98384	42.1172994	10.2234641	14.3781052	1348.50792	-0.323045652	9.09927996	0.192181450	supercritical
307.993085	1.72000000	1.34069577	0.745881372	2797.31939	4080.23535	42.1473689	10.2254167	14.3798764	1349.85504	-0.324121079	9.11237315	0.192483277	supercritical
308.636490	1.72000000	1.33791832	0.747429783	2803.90877	4089.48800	42.1773793	10.2273490	14.3816284	1351.20102	-0.325191367	9.12545826	0.192784760	supercritical
309.279895	1.72000000	1.33515242	0.748978161	2810.49933	4098.74177	42.2073309	10.2292610	14.3833615	1352.54589	-0.326256555	9.13853534	0.193085901	supercritical
309.923300	1.72000000	1.33239798	0.750526505	2817.09106	4107.99665	42.2372237	10.2311530	14.3850757	1353.88963	-0.327316678	9.15160439	0.193386701	supercritical
310.566705	1.72000000	1.32965494	0.752074818	2823.68394	4117.25263	42.2670582	10.2330252	14.3867713	1355.23226	-0.328371771	9.16466545	0.193687162	supercritical
311.210110	1.72000000	1.32692324	0.753623097	2830.27796	4126.50969	42.2968343	10.2348776	14.3884485	1356.57377	-0.329421872	9.17771854	0.193987285	supercritical
311.853515	1.72000000	1.32420279	0.755171344	2836.87311	4135.76782	42.3265524	10.2367105	14.3901073	1357.91416	-0.330467015	9.19076368	0.194287072	supercritical
312.496920	1.72000000	1.32149353	0.756719559	2843.46937	4145.02702	42.3562127	10.2385241	14.3917479	1359.25344	-0.331507235	9.20380089	0.194586524	supercritical
313.140325	1.72000000	1.31879539	0.758267743	2850.06675	4154.28726	42.3858153	10.2403185	14.3933706	1360.59162	-0.332542566	9.21683020	0.194885644	supercritical
313.783730	1.72000000	1.31610829	0.759815894	2856.66521	4163.54855	42.4153605	10.2420940	14.3949754	1361.92868	-0.333573043	9.22985163	0.195184432	supercritical
314.427135	1.72000000	1.31343218	0.761364015	2863.26475	4172.81086	42.4448484	10.2438505	14.3965626	1363.26464	-0.334598700	9.24286521	0.195482890	supercritical
315.070540	1.72000000	1.31076699	0.762912104	2869.86537	4182.07418	42.4742793	10.2455885	14.3981322	1364.59949	-0.335619570	9.25587096	0.195781021	supercritical
315.713945	1.72000000	1.30811264	0.764460162	2876.46704	4191.33851	42.5036533	10.2473079	14.3996844	1365.93325	-0.336635686	9.26886890	0.196078824	supercritical
316.357350	1.72000000	1.30546907	0.766008189	2883.06975	4200.60384	42.5329706	10.2490090	14.4012195	1367.26590	-0.337647081	9.28185905	0.196376302	supercritical
317.000755	1.72000000	1.30283622	0.767556185	2889.67350	4209.87014	42.5622315	10.2506919	14.4027375	1368.59746	-0.338653788	9.29484144	0.196673457	supercritical
317.644160	1.72000000	1.30021402	0.769104152	2896.27828	4219.13742	42.5914361	10.2523568	14.4042386	1369.92792	-0.339655839	9.30781609	0.196970289	supercritical
318.287565	1.72000000	1.29760240	0.770652088	2902.88407	4228.40566	42.6205846	10.2540039	14.4057230	1371.25729	-0.340653265	9.32078302	0.197266801	supercritical
318.930970	1.72000000	1.29500131	0.772199994	2909.49086	4237.67485	42.6496773	10.2556333	14.4071908	1372.58556	-0.341646099	9.33374226	0.197562994	supercritical
319.574375	1.72000000	1.29241067	0.773747870	2916.09864	4246.94497	42.6787143	10.2572452	14.4086421	1373.91275	-0.342634371	9.34669382	0.197858869	supercritical
320.217780	1.72000000	1.28983042	0.775295716	2922.70739	4256.21603	42.7076957	10.2588397	14.4100771	1375.23885	-0.343618112	9.35963774	0.198154428	supercritical
320.861185	1.72000000	1.28726051	0.776843533	2929.31712	4265.48800	42.7366219	10.2604170	14.4114960	1376.56387	-0.344597354	9.37257402	0.198449672	supercritical
321.504590	1.72000000	1.28470086	0.778391321	2935.92781	4274.76088	42.7654929	10.2619773	14.4128989	1377.88780	-0.345572126	9.38550270	0.198744603	supercritical
322.147995	1.72000000	1.28215142	0.779939080	2942.53944	4284.03466	42.7943090	10.2635207	14.4142860	1379.21065	-0.346542458	9.39842379	0.199039223	supercritical
322.791400	1.72000000	1.27961213	0.781486811	2949.15201	4293.30932	42.8230704	10.2650473	14.4156574	1380.53242	-0.347508381	9.41133732	0.199333532	supercritical
323.434805	1.72000000	1.27708292	0.783034512	2955.76551	4302.58487	42.8517772	10.2665574	14.4170132	1381.85311	-0.348469923	9.42424331	0.199627533	supercritical
324.078210	1.72000000	1.27456373	0.784582185	2962.37992	4311.86128	42.8804297	10.2680510	14.4183536	1383.17273	-0.349427113	9.43714178	0.199921226	supercritical
324.721615	1.72000000	1.27205452	0.786129830	2968.99524	4321.13855	42.9090279	10.2695284	14.4196787	1384.49127	-0.350379981	9.45003275	0.200214613	supercritical
325.365020	1.72000000	1.26955520	0.787677447	2975.61145	4330.41666	42.9375722	10.2709897	14.4209887	1385.80874	-0.351328556	9.46291624	0.200507697	supercritical
326.008425	1.72000000	1.26706574	0.789225035	2982.22855	4339.69562	42.9660626	10.2724349	14.4222837	1387.12514	-0.352272864	9.47579227	0.200800477	supercritical
326.651830	1.72000000	1.26458606	0.790772597	2988.84653	4348.97540	42.9944994	10.2738644	14.4235639	1388.44048	-0.353212935	9.48866088	0.201092956	supercritical
327.295235	1.72000000	1.26211611	0.792320130	2995.46537	4358.25600	43.0228827	10.2752782	14.4248294	1389.75475	-0.354148796	9.50152207	0.201385134	supercritical
327.938640	1.72000000	1.25965583	0.793867636	3002.08507	4367.53741	43.0512128	10.2766764	14.4260803	1391.06795	-0.355080475	9.51437586	0.201677014	supercritical
328.582045	1.72000000	1.25720518	0.795415115	3008.70562	4376.81962	43.0794898	10.2780592	14.4273168	1392.38009	-0.356007999	9.52722229	0.201968597	supercritical
329.225450	1.72000000	1.25476408	0.796962567	3015.32701	4386.10262	43.1077139	10.2794269	14.4285390	1393.69117	-0.356931394	9.54006136	0.202259885	supercritical
329.868855	1.72000000	1.25233248	0.798509993	3021.94922	4395.38640	43.1358852	10.2807794	14.4297471	1395.00119	-0.357850688	9.55289310	0.202550877	supercritical
330.512260	1.72000000	1.24991033	0.800057391	3028.57225	4404.67096	43.1640040	10.2821169	14.4309411	1396.31016	-0.358765908	9.56571754	0.202841577	supercritical
331.155665	1.72000000	1.24749758	0.801604763	3035.19609	4413.95628	43.1920704	10.2834397	14.4321213	1397.61807	-0.359677078	9.57853468	0.203131986	supercritical
331.799070	1.72000000	1.24509416	0.803152109	3041.82073	4423.24236	43.2200846	10.2847478	14.4332877	1398.92493	-0.360584225	9.59134455	0.203422104	supercritical
332.442475	1.72000000	1.24270003	0.804699429	3048.44616	4432.52918	43.2480468	10.2860413	14.4344405	1400.23074	-0.361487376	9.60414718	0.203711933	supercritical
333.085880	1.72000000	1.24031512	0.806246722	3055.07237	4441.81674	43.2759572	10.2873205	14.4355797	1401.53549	-0.362386554	9.61694258	0.204001475	supercritical
333.729285	1.72000000	1.23793939	0.807793990	3061.69936	4451.10502	43.3038158	10.2885854	14.4367057	1402.83920	-0.363281786	9.62973076	0.204290731	supercritical
334.372690	1.72000000	1.23557278	0.809341232	3068.32711	4460.39403	43.3316230	10.2898362	14.4378184	1404.14187	-0.364173097	9.64251176	0.204579703	supercritical
335.016095	1.72000000	1.23321525	0.810888449	3074.95562	4469.68375	43.3593788	10.2910730	14.4389180	1405.44349	-0.365060511	9.65528559	0.204868391	supercritical
335.659500	1.72000000	1.23086673	0.812435640	3081.58487	4478.97417	43.3870835	10.2922959	14.4400047	1406.74407	-0.365944052	9.66805228	0.205156797	supercritical
336.302905	1.72000000	1.22852718	0.813982806	3088.21486	4488.26529	43.4147372	10.2935052	14.4410785	1408.04360	-0.366823746	9.68081183	0.205444922	supercritical
336.946310	1.72000000	1.22619654	0.815529948	3094.84558	4497.55709	43.4423401	10.2947008	14.4421396	1409.34210	-0.367699616	9.69356427	0.205732769	supercritical
337.589715	1.72000000	1.22387477	0.817077064	3101.47703	4506.84958	43.4698923	10.2958830	14.4431881	1410.63956	-0.368571685	9.70630962	0.206020337	supercritical
338.233120	1.72000000	1.22156180	0.818624156	3108.10918	4516.14273	43.4973941	10.2970519	14.4442241	1411.93599	-0.369439979	9.71904791	0.206307629	supercritical
338.876525	1.72000000	1.21925760	0.820171223	3114.74204	4525.43654	43.5248455	10.2982077	14.4452478	1413.23138	-0.370304519	9.73177914	0.206594646	supercritical
339.519930	1.72000000	1.21696212	0.821718266	3121.37560	4534.73102	43.5522468	10.2993503	14.4462592	1414.52574	-0.371165329	9.74450333	0.206881389	supercritical
340.163335	1.72000000	1.21467529	0.823265284	3128.00984	4544.02613	43.5795981	10.3004800	14.4472586	1415.81908	-0.372022433	9.75722052	0.207167859	supercritical
340.806740	1.72000000	1.21239708	0.824812279	3134.64477	4553.32189	43.6068997	10.3015970	14.4482460	1417.11138	-0.372875852	9.76993071	0.207454058	supercritical
341.450145	1.72000000	1.21012744	0.826359249	3141.28037	4562.61828	43.6341515	10.3027012	14.4492215	1418.40266	-0.373725610	9.78263392	0.207739987	supercritical
342.093550	1.72000000	1.20786631	0.827906196	3147.91663	4571.91529	43.6613539	10.3037929	14.4501853	1419.69291	-0.374571728	9.79533018	0.208025647	supercritical
342.736955	1.72000000	1.20561365	0.829453119	3154.55355	4581.21292	43.6885070	10.3048722	14.4511375	1420.98214	-0.375414230	9.80801950	0.208311040	supercritical
343.380360	1.72000000	1.20336941	0.831000019	3161.19112	4590.51116	43.7156110	10.3059392	14.4520781	1422.27035	-0.376253136	9.82070190	0.208596167	supercritical
344.023765	1.72000000	1.20113354	0.832546895	3167.82933	4599.80999	43.7426659	10.3069940	14.4530074	1423.55753	-0.377088469	9.83337740	0.208881029	supercritical
344.667170	1.72000000	1.19890600	0.834093748	3174.46818	4609.10943	43.7696720	10.3080367	14.4539254	1424.84370	-0.377920249	9.84604602	0.209165628	supercritical
345.310575	1.72000000	1.19668674	0.835640579	3181.10765	4618.40945	43.7966295	10.3090675	14.4548323	1426.12886	-0.378748500	9.85870778	0.209449964	supercritical
345.953980	1.72000000	1.19447571	0.837187386	3187.74774	4627.71005	43.8235384	10.3100865	14.4557281	1427.41300	-0.379573241	9.87136269	0.209734040	supercritical
346.597385	1.72000000	1.19227287	0.838734170	3194.38845	4637.01122	43.8503990	10.3110938	14.4566130	1428.69612	-0.380394493	9.88401077	0.210017855	supercritical
347.240790	1.72000000	1.19007818	0.840280932	3201.02976	4646.31296	43.8772115	10.3120896	14.4574870	1429.97824	-0.381212278	9.89665205	0.210301413	supercritical
347.884195	1.72000000	1.18789158	0.841827672	3207.67166	4655.61526	43.9039759	10.3130738	14.4583504	1431.25934	-0.382026616	9.90928653	0.210584713	supercritical
348.527600	1.72000000	1.18571303	0.843374389	3214.31416	4664.91811	43.9306924	10.3140468	14.4592031	1432.53944	-0.382837527	9.92191425	0.210867757	supercritical
349.171005	1.72000000	1.18354249	0.844921084	3220.95724	4674.22150	43.9573612	10.3150085	14.4600454	1433.81853	-0.383645032	9.93453520	0.211150546	supercritical
349.814410	1.72000000	1.18137991	0.846467756	3227.60090	4683.52544	43.9839825	10.3159590	14.4608773	1435.09661	-0.384449150	9.94714942	0.211433082	supercritical
350.457815	1.72000000	1.17922525	0.848014407	3234.24512	4692.82990	44.0105563	10.3168986	14.4616990	1436.37370	-0.385249902	9.95975692	0.211715366	supercritical
351.101220	1.72000000	1.17707846	0.849561036	3240.88991	4702.13489	44.0370829	10.3178273	14.4625105	1437.64978	-0.386047307	9.97235772	0.211997399	supercritical
351.744625	1.72000000	1.17493951	0.851107644	3247.53526	4711.44040	44.0635625	10.3187453	14.4633119	1438.92486	-0.386841384	9.98495184	0.212279182	supercritical
352.388030	1.72000000	1.17280835	0.852654230	3254.18115	4720.74643	44.0899951	10.3196526	14.4641034	1440.19894	-0.387632154	9.99753929	0.212560716	supercritical
353.031435	1.72000000	1.17068493	0.854200794	3260.82759	4730.05295	44.1163809	10.3205493	14.4648850	1441.47203	-0.388419635	10.0101201	0.212842003	supercritical
353.674840	1.72000000	1.16856922	0.855747338	3267.47456	4739.35998	44.1427200	10.3214356	14.4656569	1442.74412	-0.389203847	10.0226943	0.213123044	supercritical
354.318245	1.72000000	1.16646117	0.857293860	3274.12207	4748.66750	44.1690127	10.3223115	14.4664192	1444.01521	-0.389984807	10.0352618	0.213403840	supercritical
354.961650	1.72000000	1.16436074	0.858840361	3280.77009	4757.97551	44.1952591	10.3231773	14.4671720	1445.28532	-0.390762535	10.0478228	0.213684392	supercritical
355.605055	1.72000000	1.16226789	0.860386841	3287.41864	4767.28400	44.2214593	10.3240329	14.4679153	1446.55443	-0.391537050	10.0603772	0.213964701	supercritical
356.248460	1.72000000	1.16018258	0.861933300	3294.06769	4776.59297	44.2476135	10.3248785	14.4686493	1447.82256	-0.392308369	10.0729250	0.214244770	supercritical
356.891865	1.72000000	1.15810476	0.863479739	3300.71725	4785.90240	44.2737218	10.3257142	14.4693741	1449.08970	-0.393076512	10.0854662	0.214524597	supercritical
357.535270	1.72000000	1.15603441	0.865026158	3307.36731	4795.21230	44.2997843	10.3265401	14.4700897	1450.35585	-0.393841495	10.0980010	0.214804186	supercritical
358.178675	1.72000000	1.15397146	0.866572555	3314.01786	4804.52266	44.3258013	10.3273564	14.4707963	1451.62102	-0.394603337	10.1105292	0.215083537	supercritical
358.822080	1.72000000	1.15191590	0.868118933	3320.66890	4813.83347	44.3517729	10.3281630	14.4714940	1452.88520	-0.395362055	10.1230509	0.215362651	supercritical
359.465485	1.72000000	1.14986767	0.869665291	3327.32042	4823.14472	44.3776991	10.3289602	14.4721829	1454.14841	-0.396117668	10.1355662	0.215641530	supercritical
360.108890	1.72000000	1.14782674	0.871211628	3333.97241	4832.45641	44.4035802	10.3297479	14.4728630	1455.41064	-0.396870193	10.1480750	0.215920174	supercritical
360.752295	1.72000000	1.14579306	0.872757946	3340.62488	4841.76854	44.4294164	10.3305264	14.4735345	1456.67188	-0.397619646	10.1605773	0.216198585	supercritical
361.395700	1.72000000	1.14376661	0.874304244	3347.27780	4851.08110	44.4552077	10.3312957	14.4741975	1457.93215	-0.398366045	10.1730732	0.216476764	supercritical
362.039105	1.72000000	1.14174734	0.875850522	3353.93119	4860.39408	44.4809542	10.3320559	14.4748520	1459.19145	-0.399109408	10.1855628	0.216754712	supercritical
362.682510	1.72000000	1.13973521	0.877396780	3360.58502	4869.70748	44.5066562	10.3328071	14.4754981	1460.44977	-0.399849750	10.1980459	0.217032430	supercritical
363.325915	1.72000000	1.13773018	0.878943020	3367.23930	4879.02130	44.5323138	10.3335495	14.4761360	1461.70713	-0.400587089	10.2105226	0.217309919	supercritical
363.969320	1.72000000	1.13573222	0.880489240	3373.89403	4888.33552	44.5579272	10.3342830	14.4767658	1462.96351	-0.401321442	10.2229929	0.217587181	supercritical
364.612725	1.72000000	1.13374129	0.882035440	3380.54918	4897.65014	44.5834964	10.3350079	14.4773874	1464.21892	-0.402052824	10.2354570	0.217864216	supercritical
365.256130	1.72000000	1.13175736	0.883581622	3387.20477	4906.96516	44.6090216	10.3357242	14.4780011	1465.47336	-0.402781252	10.2479146	0.218141025	supercritical
365.899535	1.72000000	1.12978037	0.885127784	3393.86079	4916.28058	44.6345029	10.3364319	14.4786069	1466.72684	-0.403506742	10.2603660	0.218417611	supercritical
366.542940	1.72000000	1.12781031	0.886673928	3400.51722	4925.59638	44.6599405	10.3371313	14.4792048	1467.97936	-0.404229311	10.2728111	0.218693973	supercritical
367.186345	1.72000000	1.12584713	0.888220053	3407.17407	4934.91256	44.6853346	10.3378223	14.4797951	1469.23091	-0.404948973	10.2852499	0.218970113	supercritical
367.829750	1.72000000	1.12389080	0.889766160	3413.83133	4944.22912	44.7106852	10.3385051	14.4803777	1470.48150	-0.405665746	10.2976824	0.219246032	supercritical
368.473155	1.72000000	1.12194128	0.891312248	3420.48899	4953.54605	44.7359926	10.3391798	14.4809528	1471.73113	-0.406379644	10.3101086	0.219521732	supercritical
369.116560	1.72000000	1.11999853	0.892858317	3427.14705	4962.86335	44.7612568	10.3398464	14.4815205	1472.97980	-0.407090683	10.3225287	0.219797212	supercritical
369.759965	1.72000000	1.11806252	0.894404368	3433.80550	4972.18102	44.7864779	10.3405051	14.4820807	1474.22752	-0.407798878	10.3349425	0.220072475	supercritical
370.403370	1.72000000	1.11613321	0.895950401	3440.46435	4981.49904	44.8116562	10.3411559	14.4826337	1475.47428	-0.408504245	10.3473500	0.220347521	supercritical
371.046775	1.72000000	1.11421058	0.897496416	3447.12358	4990.81741	44.8367918	10.3417990	14.4831795	1476.72009	-0.409206799	10.3597514	0.220622351	supercritical
371.690180	1.72000000	1.11229458	0.899042413	3453.78319	5000.13614	44.8618847	10.3424344	14.4837182	1477.96494	-0.409906555	10.3721467	0.220896967	supercritical
372.333585	1.72000000	1.11038518	0.900588392	3460.44317	5009.45521	44.8869352	10.3430622	14.4842498	1479.20884	-0.410603528	10.3845357	0.221171369	supercritical
372.976990	1.72000000	1.10848234	0.902134353	3467.10353	5018.77461	44.9119433	10.3436824	14.4847746	1480.45180	-0.411297732	10.3969187	0.221445559	supercritical
373.620395	1.72000000	1.10658604	0.903680296	3473.76425	5028.09436	44.9369092	10.3442953	14.4852924	1481.69380	-0.411989183	10.4092955	0.221719538	supercritical
374.263800	1.72000000	1.10469624	0.905226222	3480.42533	5037.41443	44.9618331	10.3449008	14.4858035	1482.93486	-0.412677894	10.4216661	0.221993306	supercritical
374.907205	1.72000000	1.10281290	0.906772130	3487.08677	5046.73483	44.9867150	10.3454991	14.4863078	1484.17498	-0.413363880	10.4340307	0.222266865	supercritical
375.550610	1.72000000	1.10093599	0.908318022	3493.74856	5056.05556	45.0115551	10.3460902	14.4868056	1485.41415	-0.414047156	10.4463892	0.222540216	supercritical
376.194015	1.72000000	1.09906548	0.909863895	3500.41070	5065.37660	45.0363535	10.3466742	14.4872967	1486.65237	-0.414727736	10.4587416	0.222813359	supercritical
376.837420	1.72000000	1.09720134	0.911409752	3507.07318	5074.69795	45.0611104	10.3472512	14.4877815	1487.88966	-0.415405633	10.4710880	0.223086296	supercritical
377.480825	1.72000000	1.09534353	0.912955591	3513.73600	5084.01962	45.0858259	10.3478213	14.4882598	1489.12601	-0.416080862	10.4834283	0.223359028	supercritical
378.124230	1.72000000	1.09349202	0.914501414	3520.39916	5093.34159	45.1105001	10.3483845	14.4887319	1490.36142	-0.416753437	10.4957626	0.223631556	supercritical
378.767635	1.72000000	1.09164678	0.916047220	3527.06264	5102.66386	45.1351331	10.3489410	14.4891977	1491.59589	-0.417423371	10.5080909	0.223903880	supercritical
379.411040	1.72000000	1.08980778	0.917593008	3533.72646	5111.98643	45.1597252	10.3494909	14.4896573	1492.82943	-0.418090678	10.5204132	0.224176003	supercritical
380.054445	1.72000000	1.08797498	0.919138781	3540.39059	5121.30930	45.1842763	10.3500341	14.4901109	1494.06203	-0.418755372	10.5327295	0.224447924	supercritical
380.697850	1.72000000	1.08614836	0.920684536	3547.05505	5130.63245	45.2087866	10.3505708	14.4905585	1495.29370	-0.419417466	10.5450398	0.224719645	supercritical
381.341255	1.72000000	1.08432788	0.922230275	3553.71982	5139.95589	45.2332564	10.3511011	14.4910001	1496.52444	-0.420076973	10.5573442	0.224991167	supercritical
381.984660	1.72000000	1.08251351	0.923775998	3560.38490	5149.27961	45.2576856	10.3516250	14.4914359	1497.75425	-0.420733906	10.5696426	0.225262491	supercritical
382.628065	1.72000000	1.08070522	0.925321704	3567.05028	5158.60361	45.2820744	10.3521426	14.4918659	1498.98313	-0.421388280	10.5819352	0.225533618	supercritical
383.271470	1.72000000	1.07890299	0.926867394	3573.71597	5167.92789	45.3064230	10.3526540	14.4922902	1500.21109	-0.422040106	10.5942218	0.225804548	supercritical
383.914875	1.72000000	1.07710677	0.928413068	3580.38196	5177.25244	45.3307314	10.3531593	14.4927089	1501.43812	-0.422689398	10.6065025	0.226075283	supercritical
384.558280	1.72000000	1.07531654	0.929958726	3587.04824	5186.57725	45.3549998	10.3536585	14.4931220	1502.66423	-0.423336168	10.6187773	0.226345824	supercritical
385.201685	1.72000000	1.07353227	0.931504369	3593.71482	5195.90233	45.3792284	10.3541517	14.4935296	1503.88941	-0.423980430	10.6310463	0.226616171	supercritical
385.845090	1.72000000	1.07175393	0.933049995	3600.38168	5205.22767	45.4034171	10.3546390	14.4939318	1505.11367	-0.424622195	10.6433094	0.226886327	supercritical
386.488495	1.72000000	1.06998149	0.934595605	3607.04882	5214.55327	45.4275663	10.3551205	14.4943286	1506.33702	-0.425261477	10.6555666	0.227156291	supercritical
387.131900	1.72000000	1.06821492	0.936141200	3613.71625	5223.87912	45.4516759	10.3555962	14.4947201	1507.55944	-0.425898287	10.6678181	0.227426064	supercritical
387.775305	1.72000000	1.06645420	0.937686779	3620.38395	5233.20521	45.4757462	10.3560662	14.4951064	1508.78095	-0.426532639	10.6800637	0.227695648	supercritical
388.418710	1.72000000	1.06469928	0.939232343	3627.05193	5242.53156	45.4997771	10.3565306	14.4954876	1510.00154	-0.427164545	10.6923035	0.227965043	supercritical
389.062115	1.72000000	1.06295015	0.940777891	3633.72018	5251.85815	45.5237690	10.3569895	14.4958637	1511.22122	-0.427794016	10.7045376	0.228234251	supercritical
389.705520	1.72000000	1.06120677	0.942323424	3640.38869	5261.18498	45.5477218	10.3574428	14.4962347	1512.43998	-0.428421064	10.7167658	0.228503272	supercritical
390.348925	1.72000000	1.05946912	0.943868942	3647.05747	5270.51205	45.5716357	10.3578908	14.4966009	1513.65784	-0.429045703	10.7289883	0.228772108	supercritical
390.992330	1.72000000	1.05773717	0.945414444	3653.72651	5279.83935	45.5955108	10.3583334	14.4969621	1514.87478	-0.429667943	10.7412051	0.229040758	supercritical
391.635735	1.72000000	1.05601089	0.946959932	3660.39580	5289.16689	45.6193472	10.3587707	14.4973185	1516.09081	-0.430287796	10.7534161	0.229309225	supercritical
392.279140	1.72000000	1.05429025	0.948505404	3667.06535	5298.49465	45.6431451	10.3592028	14.4976701	1517.30594	-0.430905274	10.7656214	0.229577509	supercritical
392.922545	1.72000000	1.05257523	0.950050862	3673.73515	5307.82263	45.6669046	10.3596298	14.4980171	1518.52016	-0.431520390	10.7778210	0.229845611	supercritical
393.565950	1.72000000	1.05086579	0.951596304	3680.40520	5317.15084	45.6906257	10.3600517	14.4983594	1519.73348	-0.432133153	10.7900150	0.230113531	supercritical
394.209355	1.72000000	1.04916191	0.953141733	3687.07548	5326.47926	45.7143087	10.3604686	14.4986972	1520.94589	-0.432743576	10.8022032	0.230381272	supercritical
394.852760	1.72000000	1.04746356	0.954687146	3693.74602	5335.80791	45.7379536	10.3608805	14.4990305	1522.15740	-0.433351671	10.8143858	0.230648833	supercritical
395.496165	1.72000000	1.04577072	0.956232545	3700.41678	5345.13676	45.7615605	10.3612876	14.4993593	1523.36801	-0.433957448	10.8265627	0.230916216	supercritical
396.139570	1.72000000	1.04408336	0.957777929	3707.08779	5354.46583	45.7851296	10.3616898	14.4996838	1524.57772	-0.434560918	10.8387340	0.231183421	supercritical
396.782975	1.72000000	1.04240145	0.959323299	3713.75902	5363.79510	45.8086610	10.3620873	14.5000039	1525.78653	-0.435162094	10.8508996	0.231450450	supercritical
397.426380	1.72000000	1.04072497	0.960868654	3720.43049	5373.12458	45.8321547	10.3624801	14.5003197	1526.99445	-0.435760985	10.8630596	0.231717303	supercritical
398.069785	1.72000000	1.03905388	0.962413996	3727.10218	5382.45425	45.8556110	10.3628683	14.5006314	1528.20147	-0.436357603	10.8752141	0.231983981	supercritical
398.713190	1.72000000	1.03738817	0.963959323	3733.77410	5391.78413	45.8790299	10.3632519	14.5009389	1529.40760	-0.436951959	10.8873629	0.232250485	supercritical
399.356595	1.72000000	1.03572781	0.965504636	3740.44623	5401.11421	45.9024115	10.3636311	14.5012424	1530.61283	-0.437544064	10.8995062	0.232516816	supercritical
400.000000	1.72000000	1.03407276	0.967049935	3747.11859	5410.44447	45.9257559	10.3640057	14.5015418	1531.81717	-0.438133927	10.9116439	0.232782974	supercritical
