Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
234.001510	41.0700000	32.1852365	0.0310701461	1939.68759	3215.73849	24.7670573	10.2045826	14.8307469	1586.55618	-0.438721696	9.03094958	0.195737264	supercritical
234.644915	41.0700000	32.1154311	0.0311376795	1946.45677	3225.28127	24.8077822	10.2092756	14.8326335	1587.36170	-0.438962673	9.03891733	0.195972006	supercritical
235.288320	41.0700000	32.0459403	0.0312052008	1953.22766	3234.82526	24.8484007	10.2139251	14.8344923	1588.16957	-0.439204754	9.04691386	0.196206802	supercritical
235.931725	41.0700000	31.9767618	0.0312727100	1960.00024	3244.37044	24.8889134	10.2185314	14.8363235	1588.97977	-0.439447917	9.05493885	0.196441649	supercritical
236.575130	41.0700000	31.9078937	0.0313402072	1966.77447	3253.91678	24.9293206	10.2230947	14.8381273	1589.79226	-0.439692138	9.06299198	0.196676544	supercritical
237.218535	41.0700000	31.8393337	0.0314076924	1973.55036	3263.46428	24.9696230	10.2276154	14.8399039	1590.60701	-0.439937396	9.07107293	0.196911485	supercritical
237.861940	41.0700000	31.7710799	0.0314751656	1980.32786	3273.01292	25.0098210	10.2320937	14.8416536	1591.42400	-0.440183668	9.07918139	0.197146468	supercritical
238.505345	41.0700000	31.7031300	0.0315426268	1987.10698	3282.56266	25.0499151	10.2365299	14.8433765	1592.24318	-0.440430935	9.08731705	0.197381492	supercritical
239.148750	41.0700000	31.6354822	0.0316100761	1993.88769	3292.11351	25.0899058	10.2409243	14.8450729	1593.06453	-0.440679173	9.09547961	0.197616554	supercritical
239.792155	41.0700000	31.5681344	0.0316775134	2000.66997	3301.66545	25.1297935	10.2452772	14.8467429	1593.88803	-0.440928363	9.10366876	0.197851652	supercritical
240.435560	41.0700000	31.5010845	0.0317449389	2007.45381	3311.21845	25.1695788	10.2495888	14.8483867	1594.71363	-0.441178485	9.11188421	0.198086782	supercritical
241.078965	41.0700000	31.4343305	0.0318123524	2014.23918	3320.77249	25.2092622	10.2538596	14.8500046	1595.54132	-0.441429517	9.12012566	0.198321943	supercritical
241.722370	41.0700000	31.3678706	0.0318797541	2021.02607	3330.32758	25.2488440	10.2580896	14.8515968	1596.37107	-0.441681441	9.12839282	0.198557133	supercritical
242.365775	41.0700000	31.3017026	0.0319471440	2027.81447	3339.88367	25.2883249	10.2622793	14.8531633	1597.20283	-0.441934236	9.13668541	0.198792349	supercritical
243.009180	41.0700000	31.2358248	0.0320145220	2034.60435	3349.44077	25.3277051	10.2664289	14.8547045	1598.03660	-0.442187884	9.14500313	0.199027589	supercritical
243.652585	41.0700000	31.1702351	0.0320818883	2041.39570	3358.99885	25.3669853	10.2705386	14.8562206	1598.87233	-0.442442365	9.15334572	0.199262851	supercritical
244.295990	41.0700000	31.1049317	0.0321492428	2048.18850	3368.55790	25.4061659	10.2746088	14.8577116	1599.71001	-0.442697662	9.16171290	0.199498133	supercritical
244.939395	41.0700000	31.0399126	0.0322165856	2054.98273	3378.11790	25.4452473	10.2786397	14.8591779	1600.54961	-0.442953755	9.17010438	0.199733433	supercritical
245.582800	41.0700000	30.9751760	0.0322839167	2061.77837	3387.67883	25.4842300	10.2826317	14.8606195	1601.39109	-0.443210626	9.17851991	0.199968749	supercritical
246.226205	41.0700000	30.9107200	0.0323512361	2068.57542	3397.24068	25.5231145	10.2865848	14.8620368	1602.23444	-0.443468258	9.18695922	0.200204079	supercritical
246.869610	41.0700000	30.8465428	0.0324185438	2075.37385	3406.80344	25.5619011	10.2904996	14.8634298	1603.07963	-0.443726634	9.19542203	0.200439421	supercritical
247.513015	41.0700000	30.7826426	0.0324858400	2082.17364	3416.36709	25.6005904	10.2943761	14.8647988	1603.92663	-0.443985736	9.20390810	0.200674774	supercritical
248.156420	41.0700000	30.7190175	0.0325531245	2088.97479	3425.93161	25.6391827	10.2982147	14.8661440	1604.77542	-0.444245546	9.21241717	0.200910135	supercritical
248.799825	41.0700000	30.6556657	0.0326203975	2095.77726	3435.49699	25.6776786	10.3020157	14.8674656	1605.62597	-0.444506050	9.22094897	0.201145503	supercritical
249.443230	41.0700000	30.5925855	0.0326876589	2102.58105	3445.06321	25.7160784	10.3057793	14.8687636	1606.47826	-0.444767228	9.22950327	0.201380876	supercritical
250.086635	41.0700000	30.5297751	0.0327549089	2109.38615	3454.63026	25.7543827	10.3095057	14.8700384	1607.33227	-0.445029067	9.23807981	0.201616252	supercritical
250.730040	41.0700000	30.4672327	0.0328221473	2116.19253	3464.19812	25.7925917	10.3131954	14.8712901	1608.18796	-0.445291550	9.24667834	0.201851630	supercritical
251.373445	41.0700000	30.4049566	0.0328893744	2123.00017	3473.76678	25.8307060	10.3168484	14.8725188	1609.04532	-0.445554660	9.25529863	0.202087009	supercritical
252.016850	41.0700000	30.3429451	0.0329565900	2129.80907	3483.33622	25.8687260	10.3204651	14.8737249	1609.90433	-0.445818383	9.26394044	0.202322386	supercritical
252.660255	41.0700000	30.2811965	0.0330237942	2136.61920	3492.90643	25.9066521	10.3240457	14.8749083	1610.76495	-0.446082703	9.27260353	0.202557760	supercritical
253.303660	41.0700000	30.2197090	0.0330909871	2143.43056	3502.47739	25.9444847	10.3275905	14.8760694	1611.62718	-0.446347606	9.28128767	0.202793130	supercritical
253.947065	41.0700000	30.1584811	0.0331581686	2150.24311	3512.04910	25.9822243	10.3310998	14.8772084	1612.49098	-0.446613076	9.28999262	0.203028494	supercritical
254.590470	41.0700000	30.0975110	0.0332253388	2157.05686	3521.62153	26.0198712	10.3345738	14.8783252	1613.35633	-0.446879099	9.29871815	0.203263851	supercritical
255.233875	41.0700000	30.0367970	0.0332924978	2163.87179	3531.19467	26.0574259	10.3380127	14.8794203	1614.22321	-0.447145660	9.30746405	0.203499200	supercritical
255.877280	41.0700000	29.9763376	0.0333596456	2170.68787	3540.76851	26.0948888	10.3414169	14.8804937	1615.09161	-0.447412746	9.31623009	0.203734538	supercritical
256.520685	41.0700000	29.9161312	0.0334267821	2177.50509	3550.34304	26.1322602	10.3447866	14.8815456	1615.96149	-0.447680342	9.32501605	0.203969866	supercritical
257.164090	41.0700000	29.8561761	0.0334939075	2184.32345	3559.91823	26.1695407	10.3481219	14.8825762	1616.83284	-0.447948435	9.33382172	0.204205181	supercritical
257.807495	41.0700000	29.7964706	0.0335610218	2191.14291	3569.49408	26.2067305	10.3514233	14.8835856	1617.70564	-0.448217011	9.34264687	0.204440483	supercritical
258.450900	41.0700000	29.7370133	0.0336281249	2197.96348	3579.07057	26.2438301	10.3546909	14.8845741	1618.57987	-0.448486057	9.35149129	0.204675770	supercritical
259.094305	41.0700000	29.6778026	0.0336952170	2204.78513	3588.64769	26.2808400	10.3579249	14.8855417	1619.45550	-0.448755560	9.36035478	0.204911041	supercritical
259.737710	41.0700000	29.6188369	0.0337622981	2211.60785	3598.22543	26.3177604	10.3611257	14.8864888	1620.33252	-0.449025507	9.36923712	0.205146294	supercritical
260.381115	41.0700000	29.5601147	0.0338293681	2218.43162	3607.80377	26.3545917	10.3642934	14.8874154	1621.21090	-0.449295885	9.37813812	0.205381530	supercritical
261.024520	41.0700000	29.5016343	0.0338964272	2225.25644	3617.38270	26.3913345	10.3674284	14.8883217	1622.09063	-0.449566681	9.38705756	0.205616746	supercritical
261.667925	41.0700000	29.4433944	0.0339634753	2232.08228	3626.96221	26.4279889	10.3705308	14.8892078	1622.97169	-0.449837883	9.39599525	0.205851942	supercritical
262.311330	41.0700000	29.3853934	0.0340305125	2238.90913	3636.54228	26.4645556	10.3736010	14.8900741	1623.85406	-0.450109480	9.40495100	0.206087117	supercritical
262.954735	41.0700000	29.3276299	0.0340975389	2245.73698	3646.12290	26.5010347	10.3766390	14.8909205	1624.73771	-0.450381458	9.41392460	0.206322269	supercritical
263.598140	41.0700000	29.2701022	0.0341645544	2252.56581	3655.70406	26.5374267	10.3796453	14.8917473	1625.62264	-0.450653806	9.42291585	0.206557398	supercritical
264.241545	41.0700000	29.2128091	0.0342315591	2259.39561	3665.28575	26.5737320	10.3826200	14.8925547	1626.50882	-0.450926513	9.43192458	0.206792502	supercritical
264.884950	41.0700000	29.1557489	0.0342985531	2266.22637	3674.86794	26.6099510	10.3855633	14.8933428	1627.39624	-0.451199567	9.44095059	0.207027581	supercritical
265.528355	41.0700000	29.0989203	0.0343655363	2273.05807	3684.45064	26.6460840	10.3884756	14.8941117	1628.28487	-0.451472957	9.44999369	0.207262635	supercritical
266.171760	41.0700000	29.0423218	0.0344325088	2279.89070	3694.03383	26.6821313	10.3913570	14.8948617	1629.17470	-0.451746671	9.45905369	0.207497661	supercritical
266.815165	41.0700000	28.9859520	0.0344994706	2286.72424	3703.61750	26.7180934	10.3942077	14.8955929	1630.06571	-0.452020698	9.46813042	0.207732660	supercritical
267.458570	41.0700000	28.9298096	0.0345664218	2293.55868	3713.20163	26.7539707	10.3970281	14.8963054	1630.95789	-0.452295028	9.47722370	0.207967629	supercritical
268.101975	41.0700000	28.8738930	0.0346333624	2300.39401	3722.78621	26.7897634	10.3998183	14.8969994	1631.85122	-0.452569650	9.48633334	0.208202570	supercritical
268.745380	41.0700000	28.8182010	0.0347002924	2307.23022	3732.37123	26.8254720	10.4025785	14.8976752	1632.74567	-0.452844553	9.49545917	0.208437480	supercritical
269.388785	41.0700000	28.7627321	0.0347672119	2314.06729	3741.95668	26.8610968	10.4053091	14.8983327	1633.64124	-0.453119727	9.50460101	0.208672359	supercritical
270.032190	41.0700000	28.7074849	0.0348341209	2320.90520	3751.54255	26.8966381	10.4080102	14.8989722	1634.53790	-0.453395162	9.51375869	0.208907207	supercritical
270.675595	41.0700000	28.6524582	0.0349010194	2327.74396	3761.12882	26.9320964	10.4106820	14.8995939	1635.43565	-0.453670847	9.52293205	0.209142022	supercritical
271.319000	41.0700000	28.5976506	0.0349679075	2334.58353	3770.71549	26.9674719	10.4133249	14.9001979	1636.33446	-0.453946773	9.53212090	0.209376804	supercritical
271.962405	41.0700000	28.5430607	0.0350347852	2341.42391	3780.30254	27.0027650	10.4159389	14.9007843	1637.23432	-0.454222930	9.54132509	0.209611553	supercritical
272.605810	41.0700000	28.4886872	0.0351016526	2348.26510	3789.88997	27.0379762	10.4185244	14.9013534	1638.13521	-0.454499308	9.55054444	0.209846267	supercritical
273.249215	41.0700000	28.4345288	0.0351685096	2355.10706	3799.47775	27.0731056	10.4210815	14.9019052	1639.03712	-0.454775898	9.55977880	0.210080946	supercritical
273.892620	41.0700000	28.3805843	0.0352353563	2361.94980	3809.06588	27.1081537	10.4236105	14.9024399	1639.94003	-0.455052690	9.56902801	0.210315589	supercritical
274.536025	41.0700000	28.3268523	0.0353021928	2368.79330	3818.65436	27.1431208	10.4261116	14.9029577	1640.84393	-0.455329675	9.57829190	0.210550196	supercritical
275.179430	41.0700000	28.2733315	0.0353690191	2375.63754	3828.24315	27.1780072	10.4285850	14.9034588	1641.74881	-0.455606844	9.58757031	0.210784767	supercritical
275.822835	41.0700000	28.2200207	0.0354358351	2382.48252	3837.83227	27.2128133	10.4310309	14.9039432	1642.65463	-0.455884187	9.59686310	0.211019300	supercritical
276.466240	41.0700000	28.1669186	0.0355026411	2389.32823	3847.42169	27.2475394	10.4334496	14.9044111	1643.56141	-0.456161697	9.60617010	0.211253795	supercritical
277.109645	41.0700000	28.1140240	0.0355694369	2396.17464	3857.01141	27.2821859	10.4358413	14.9048626	1644.46910	-0.456439363	9.61549116	0.211488251	supercritical
277.753050	41.0700000	28.0613356	0.0356362226	2403.02176	3866.60142	27.3167530	10.4382061	14.9052980	1645.37772	-0.456717178	9.62482613	0.211722669	supercritical
278.396455	41.0700000	28.0088522	0.0357029983	2409.86956	3876.19170	27.3512412	10.4405443	14.9057174	1646.28723	-0.456995133	9.63417486	0.211957047	supercritical
279.039860	41.0700000	27.9565726	0.0357697639	2416.71804	3885.78224	27.3856506	10.4428562	14.9061209	1647.19763	-0.457273220	9.64353721	0.212191386	supercritical
279.683265	41.0700000	27.9044955	0.0358365196	2423.56718	3895.37304	27.4199818	10.4451418	14.9065086	1648.10890	-0.457551429	9.65291303	0.212425684	supercritical
280.326670	41.0700000	27.8526198	0.0359032653	2430.41697	3904.96408	27.4542349	10.4474015	14.9068807	1649.02103	-0.457829754	9.66230216	0.212659941	supercritical
280.970075	41.0700000	27.8009443	0.0359700012	2437.26741	3914.55536	27.4884104	10.4496354	14.9072374	1649.93400	-0.458108186	9.67170448	0.212894157	supercritical
281.613480	41.0700000	27.7494678	0.0360367271	2444.11848	3924.14686	27.5225084	10.4518438	14.9075787	1650.84781	-0.458386717	9.68111984	0.213128332	supercritical
282.256885	41.0700000	27.6981891	0.0361034433	2450.97016	3933.73858	27.5565294	10.4540268	14.9079049	1651.76243	-0.458665339	9.69054809	0.213362464	supercritical
282.900290	41.0700000	27.6471071	0.0361701496	2457.82245	3943.33050	27.5904737	10.4561847	14.9082161	1652.67786	-0.458944044	9.69998911	0.213596555	supercritical
283.543695	41.0700000	27.5962206	0.0362368461	2464.67534	3952.92261	27.6243416	10.4583176	14.9085123	1653.59408	-0.459222826	9.70944274	0.213830602	supercritical
284.187100	41.0700000	27.5455285	0.0363035330	2471.52882	3962.51492	27.6581333	10.4604259	14.9087939	1654.51108	-0.459501675	9.71890887	0.214064606	supercritical
284.830505	41.0700000	27.4950295	0.0363702101	2478.38287	3972.10740	27.6918493	10.4625095	14.9090608	1655.42885	-0.459780586	9.72838734	0.214298567	supercritical
285.473910	41.0700000	27.4447227	0.0364368775	2485.23748	3981.70004	27.7254897	10.4645689	14.9093132	1656.34737	-0.460059549	9.73787804	0.214532484	supercritical
286.117315	41.0700000	27.3946069	0.0365035354	2492.09265	3991.29285	27.7590550	10.4666041	14.9095514	1657.26664	-0.460338560	9.74738083	0.214766357	supercritical
286.760720	41.0700000	27.3446809	0.0365701836	2498.94836	4000.88580	27.7925454	10.4686154	14.9097753	1658.18663	-0.460617609	9.75689557	0.215000185	supercritical
287.404125	41.0700000	27.2949437	0.0366368223	2505.80460	4010.47889	27.8259612	10.4706030	14.9099852	1659.10735	-0.460896690	9.76642215	0.215233969	supercritical
288.047530	41.0700000	27.2453941	0.0367034514	2512.66136	4020.07211	27.8593028	10.4725670	14.9101811	1660.02877	-0.461175797	9.77596043	0.215467708	supercritical
288.690935	41.0700000	27.1960312	0.0367700711	2519.51864	4029.66546	27.8925704	10.4745077	14.9103633	1660.95088	-0.461454922	9.78551030	0.215701401	supercritical
289.334340	41.0700000	27.1468538	0.0368366813	2526.37642	4039.25892	27.9257643	10.4764252	14.9105318	1661.87367	-0.461734058	9.79507161	0.215935049	supercritical
289.977745	41.0700000	27.0978608	0.0369032821	2533.23468	4048.85248	27.9588848	10.4783198	14.9106868	1662.79714	-0.462013200	9.80464426	0.216168652	supercritical
290.621150	41.0700000	27.0490512	0.0369698735	2540.09343	4058.44613	27.9919323	10.4801916	14.9108284	1663.72127	-0.462292339	9.81422811	0.216402208	supercritical
291.264555	41.0700000	27.0004240	0.0370364555	2546.95265	4068.03988	28.0249070	10.4820409	14.9109568	1664.64604	-0.462571471	9.82382306	0.216635718	supercritical
291.907960	41.0700000	26.9519780	0.0371030282	2553.81233	4077.63370	28.0578091	10.4838678	14.9110721	1665.57146	-0.462850587	9.83342897	0.216869182	supercritical
292.551365	41.0700000	26.9037123	0.0371695917	2560.67246	4087.22759	28.0906391	10.4856725	14.9111743	1666.49750	-0.463129683	9.84304574	0.217102599	supercritical
293.194770	41.0700000	26.8556258	0.0372361458	2567.53304	4096.82155	28.1233972	10.4874552	14.9112638	1667.42415	-0.463408752	9.85267324	0.217335970	supercritical
293.838175	41.0700000	26.8077176	0.0373026908	2574.39404	4106.41555	28.1560837	10.4892161	14.9113404	1668.35141	-0.463687788	9.86231137	0.217569293	supercritical
294.481580	41.0700000	26.7599865	0.0373692266	2581.25547	4116.00960	28.1886988	10.4909553	14.9114045	1669.27927	-0.463966784	9.87196000	0.217802569	supercritical
295.124985	41.0700000	26.7124316	0.0374357533	2588.11731	4125.60369	28.2212428	10.4926731	14.9114561	1670.20771	-0.464245734	9.88161902	0.218035798	supercritical
295.768390	41.0700000	26.6650520	0.0375022708	2594.97955	4135.19781	28.2537161	10.4943697	14.9114954	1671.13672	-0.464524633	9.89128832	0.218268980	supercritical
296.411795	41.0700000	26.6178465	0.0375687792	2601.84219	4144.79195	28.2861189	10.4960451	14.9115225	1672.06629	-0.464803476	9.90096780	0.218502114	supercritical
297.055200	41.0700000	26.5708143	0.0376352786	2608.70521	4154.38611	28.3184515	10.4976997	14.9115374	1672.99642	-0.465082255	9.91065733	0.218735200	supercritical
297.698605	41.0700000	26.5239543	0.0377017690	2615.56861	4163.98027	28.3507141	10.4993336	14.9115404	1673.92709	-0.465360966	9.92035682	0.218968238	supercritical
298.342010	41.0700000	26.4772656	0.0377682504	2622.43238	4173.57442	28.3829071	10.5009469	14.9115316	1674.85830	-0.465639602	9.93006615	0.219201228	supercritical
298.985415	41.0700000	26.4307473	0.0378347229	2629.29650	4183.16857	28.4150307	10.5025399	14.9115111	1675.79002	-0.465918159	9.93978522	0.219434170	supercritical
299.628820	41.0700000	26.3843983	0.0379011865	2636.16097	4192.76270	28.4470851	10.5041127	14.9114789	1676.72226	-0.466196630	9.94951393	0.219667064	supercritical
300.272225	41.0700000	26.3382177	0.0379676412	2643.02579	4202.35681	28.4790708	10.5056654	14.9114353	1677.65501	-0.466475011	9.95925216	0.219899910	supercritical
300.915630	41.0700000	26.2922047	0.0380340870	2649.89093	4211.95088	28.5109879	10.5071984	14.9113803	1678.58825	-0.466753296	9.96899982	0.220132707	supercritical
301.559035	41.0700000	26.2463582	0.0381005240	2656.75640	4221.54492	28.5428366	10.5087117	14.9113141	1679.52197	-0.467031479	9.97875681	0.220365456	supercritical
302.202440	41.0700000	26.2006773	0.0381669523	2663.62218	4231.13891	28.5746174	10.5102055	14.9112368	1680.45617	-0.467309557	9.98852303	0.220598156	supercritical
302.845845	41.0700000	26.1551611	0.0382333718	2670.48827	4240.73285	28.6063303	10.5116800	14.9111485	1681.39083	-0.467587522	9.99829837	0.220830808	supercritical
303.489250	41.0700000	26.1098088	0.0382997826	2677.35465	4250.32672	28.6379758	10.5131354	14.9110494	1682.32595	-0.467865372	10.0080827	0.221063411	supercritical
304.132655	41.0700000	26.0646193	0.0383661847	2684.22133	4259.92053	28.6695540	10.5145718	14.9109394	1683.26152	-0.468143099	10.0178760	0.221295966	supercritical
304.776060	41.0700000	26.0195919	0.0384325782	2691.08828	4269.51427	28.7010653	10.5159894	14.9108189	1684.19753	-0.468420700	10.0276781	0.221528471	supercritical
305.419465	41.0700000	25.9747256	0.0384989630	2697.95551	4279.10792	28.7325098	10.5173884	14.9106878	1685.13397	-0.468698170	10.0374890	0.221760928	supercritical
306.062870	41.0700000	25.9300195	0.0385653393	2704.82300	4288.70149	28.7638879	10.5187689	14.9105464	1686.07083	-0.468975504	10.0473085	0.221993336	supercritical
306.706275	41.0700000	25.8854727	0.0386317071	2711.69075	4298.29496	28.7951998	10.5201311	14.9103946	1687.00811	-0.469252696	10.0571366	0.222225695	supercritical
307.349680	41.0700000	25.8410845	0.0386980663	2718.55875	4307.88833	28.8264457	10.5214752	14.9102327	1687.94578	-0.469529743	10.0669731	0.222458006	supercritical
307.993085	41.0700000	25.7968538	0.0387644170	2725.42699	4317.48159	28.8576260	10.5228013	14.9100607	1688.88386	-0.469806640	10.0768179	0.222690267	supercritical
308.636490	41.0700000	25.7527799	0.0388307593	2732.29546	4327.07474	28.8887408	10.5241096	14.9098788	1689.82232	-0.470083382	10.0866711	0.222922480	supercritical
309.279895	41.0700000	25.7088620	0.0388970932	2739.16415	4336.66777	28.9197904	10.5254003	14.9096871	1690.76116	-0.470359965	10.0965324	0.223154644	supercritical
309.923300	41.0700000	25.6650991	0.0389634187	2746.03307	4346.26067	28.9507751	10.5266734	14.9094856	1691.70038	-0.470636384	10.1064018	0.223386759	supercritical
310.566705	41.0700000	25.6214904	0.0390297358	2752.90219	4355.85344	28.9816950	10.5279293	14.9092745	1692.63995	-0.470912635	10.1162792	0.223618825	supercritical
311.210110	41.0700000	25.5780350	0.0390960447	2759.77152	4365.44608	29.0125506	10.5291680	14.9090540	1693.57989	-0.471188713	10.1261646	0.223850842	supercritical
311.853515	41.0700000	25.5347323	0.0391623452	2766.64105	4375.03856	29.0433420	10.5303896	14.9088240	1694.52016	-0.471464615	10.1360578	0.224082811	supercritical
312.496920	41.0700000	25.4915813	0.0392286375	2773.51076	4384.63090	29.0740694	10.5315945	14.9085848	1695.46078	-0.471740336	10.1459587	0.224314730	supercritical
313.140325	41.0700000	25.4485812	0.0392949215	2780.38065	4394.22308	29.1047331	10.5327826	14.9083364	1696.40173	-0.472015872	10.1558672	0.224546601	supercritical
313.783730	41.0700000	25.4057312	0.0393611974	2787.25072	4403.81509	29.1353334	10.5339542	14.9080790	1697.34301	-0.472291218	10.1657834	0.224778424	supercritical
314.427135	41.0700000	25.3630305	0.0394274651	2794.12095	4413.40694	29.1658704	10.5351094	14.9078126	1698.28460	-0.472566372	10.1757070	0.225010197	supercritical
315.070540	41.0700000	25.3204783	0.0394937247	2800.99134	4422.99861	29.1963445	10.5362483	14.9075373	1699.22650	-0.472841328	10.1856381	0.225241923	supercritical
315.713945	41.0700000	25.2780739	0.0395599761	2807.86189	4432.59011	29.2267558	10.5373712	14.9072534	1700.16870	-0.473116082	10.1955765	0.225473599	supercritical
316.357350	41.0700000	25.2358164	0.0396262196	2814.73258	4442.18141	29.2571046	10.5384782	14.9069607	1701.11119	-0.473390632	10.2055221	0.225705227	supercritical
317.000755	41.0700000	25.1937050	0.0396924549	2821.60341	4451.77253	29.2873912	10.5395693	14.9066596	1702.05398	-0.473664972	10.2154749	0.225936807	supercritical
317.644160	41.0700000	25.1517390	0.0397586823	2828.47437	4461.36345	29.3176157	10.5406449	14.9063500	1702.99704	-0.473939100	10.2254348	0.226168338	supercritical
318.287565	41.0700000	25.1099176	0.0398249017	2835.34546	4470.95417	29.3477785	10.5417049	14.9060322	1703.94037	-0.474213011	10.2354017	0.226399821	supercritical
318.930970	41.0700000	25.0682400	0.0398911132	2842.21666	4480.54468	29.3778796	10.5427496	14.9057060	1704.88397	-0.474486701	10.2453756	0.226631256	supercritical
319.574375	41.0700000	25.0267056	0.0399573167	2849.08798	4490.13498	29.4079195	10.5437792	14.9053718	1705.82783	-0.474760168	10.2553563	0.226862642	supercritical
320.217780	41.0700000	24.9853134	0.0400235124	2855.95941	4499.72506	29.4378982	10.5447937	14.9050296	1706.77194	-0.475033407	10.2653438	0.227093981	supercritical
320.861185	41.0700000	24.9440628	0.0400897002	2862.83093	4509.31492	29.4678161	10.5457932	14.9046795	1707.71630	-0.475306415	10.2753380	0.227325271	supercritical
321.504590	41.0700000	24.9029531	0.0401558802	2869.70255	4518.90455	29.4976734	10.5467781	14.9043215	1708.66089	-0.475579188	10.2853388	0.227556514	supercritical
322.147995	41.0700000	24.8619834	0.0402220524	2876.57425	4528.49395	29.5274702	10.5477483	14.9039558	1709.60571	-0.475851723	10.2953462	0.227787709	supercritical
322.791400	41.0700000	24.8211531	0.0402882169	2883.44604	4538.08311	29.5572068	10.5487040	14.9035826	1710.55076	-0.476124016	10.3053601	0.228018856	supercritical
323.434805	41.0700000	24.7804615	0.0403543736	2890.31790	4547.67202	29.5868835	10.5496454	14.9032018	1711.49603	-0.476396065	10.3153803	0.228249956	supercritical
324.078210	41.0700000	24.7399077	0.0404205226	2897.18983	4557.26069	29.6165004	10.5505726	14.9028135	1712.44151	-0.476667864	10.3254070	0.228481008	supercritical
324.721615	41.0700000	24.6994912	0.0404866640	2904.06182	4566.84911	29.6460578	10.5514857	14.9024180	1713.38720	-0.476939412	10.3354399	0.228712013	supercritical
325.365020	41.0700000	24.6592111	0.0405527977	2910.93387	4576.43727	29.6755559	10.5523850	14.9020152	1714.33308	-0.477210706	10.3454790	0.228942970	supercritical
326.008425	41.0700000	24.6190668	0.0406189238	2917.80597	4586.02517	29.7049950	10.5532704	14.9016053	1715.27916	-0.477481740	10.3555242	0.229173881	supercritical
326.651830	41.0700000	24.5790576	0.0406850424	2924.67812	4595.61281	29.7343751	10.5541422	14.9011884	1716.22542	-0.477752514	10.3655755	0.229404744	supercritical
327.295235	41.0700000	24.5391828	0.0407511534	2931.55030	4605.20017	29.7636967	10.5550005	14.9007645	1717.17187	-0.478023023	10.3756328	0.229635560	supercritical
327.938640	41.0700000	24.4994416	0.0408172568	2938.42252	4614.78726	29.7929598	10.5558454	14.9003338	1718.11849	-0.478293264	10.3856960	0.229866330	supercritical
328.582045	41.0700000	24.4598334	0.0408833528	2945.29477	4624.37407	29.8221647	10.5566771	14.8998964	1719.06527	-0.478563235	10.3957651	0.230097053	supercritical
329.225450	41.0700000	24.4203576	0.0409494413	2952.16704	4633.96059	29.8513116	10.5574956	14.8994522	1720.01222	-0.478832931	10.4058400	0.230327730	supercritical
329.868855	41.0700000	24.3810133	0.0410155224	2959.03932	4643.54683	29.8804007	10.5583012	14.8990016	1720.95933	-0.479102351	10.4159206	0.230558360	supercritical
330.512260	41.0700000	24.3418001	0.0410815961	2965.91162	4653.13277	29.9094323	10.5590939	14.8985444	1721.90658	-0.479371492	10.4260068	0.230788943	supercritical
331.155665	41.0700000	24.3027171	0.0411476625	2972.78393	4662.71842	29.9384065	10.5598739	14.8980808	1722.85399	-0.479640350	10.4360987	0.231019481	supercritical
331.799070	41.0700000	24.2637637	0.0412137214	2979.65623	4672.30377	29.9673236	10.5606413	14.8976110	1723.80153	-0.479908922	10.4461961	0.231249973	supercritical
332.442475	41.0700000	24.2249394	0.0412797731	2986.52854	4681.88882	29.9961837	10.5613963	14.8971349	1724.74920	-0.480177206	10.4562990	0.231480419	supercritical
333.085880	41.0700000	24.1862433	0.0413458175	2993.40083	4691.47355	30.0249871	10.5621389	14.8966527	1725.69700	-0.480445199	10.4664073	0.231710819	supercritical
333.729285	41.0700000	24.1476749	0.0414118546	3000.27311	4701.05798	30.0537340	10.5628693	14.8961645	1726.64493	-0.480712897	10.4765209	0.231941174	supercritical
334.372690	41.0700000	24.1092334	0.0414778845	3007.14537	4710.64209	30.0824245	10.5635876	14.8956704	1727.59297	-0.480980300	10.4866398	0.232171483	supercritical
335.016095	41.0700000	24.0709184	0.0415439072	3014.01761	4720.22587	30.1110590	10.5642939	14.8951704	1728.54113	-0.481247403	10.4967640	0.232401747	supercritical
335.659500	41.0700000	24.0327291	0.0416099227	3020.88981	4729.80934	30.1396375	10.5649884	14.8946646	1729.48939	-0.481514204	10.5068933	0.232631966	supercritical
336.302905	41.0700000	23.9946649	0.0416759311	3027.76199	4739.39248	30.1681604	10.5656712	14.8941531	1730.43775	-0.481780700	10.5170277	0.232862140	supercritical
336.946310	41.0700000	23.9567251	0.0417419323	3034.63412	4748.97528	30.1966277	10.5663424	14.8936361	1731.38620	-0.482046889	10.5271672	0.233092269	supercritical
337.589715	41.0700000	23.9189092	0.0418079265	3041.50621	4758.55775	30.2250398	10.5670021	14.8931135	1732.33475	-0.482312769	10.5373116	0.233322353	supercritical
338.233120	41.0700000	23.8812166	0.0418739136	3048.37826	4768.13989	30.2533967	10.5676505	14.8925855	1733.28338	-0.482578336	10.5474610	0.233552393	supercritical
338.876525	41.0700000	23.8436465	0.0419398937	3055.25025	4777.72168	30.2816988	10.5682876	14.8920522	1734.23209	-0.482843588	10.5576153	0.233782389	supercritical
